"cod_isco6","Parent","txt_isco_de","txt_isco_en","txt_isco_fr","txt_isco_it","txt_isco_rm"
31102311,52230,"Detailhandelsangestellter, Tabakwaren | Detailhandelsangestellte, Tabakwaren","","Gestionnaire de vente, tabacs","Impiegato di vendita al minuto, tabacchi | Impiegata di vendita al minuto, tabacchi",""
31102312,52230,"Detailhandelsangestellter, Musikinstrumentenhandel | Detailhandelsangestellte, Musikinstrumentenhandel","","Gestionnaire de vente, vente d'instruments de musique","Impiegato di vendita al minuto, vendita di strumenti musicali | Impiegata di vendita al minuto, vendita di strumenti musicali",""
31102313,52230,"Detailhandelsangestellter, Agrarhandel | Detailhandelsangestellte, Agrarhandel","","Gestionnaire de vente, commerce agricole","Impiegato di vendita al minuto, prodotti agricoli | Impiegata di vendita al minuto, prodotti agricoli",""
31102314,52230,"Verkäufer, Musikalienhandel | Verkäuferin, Musikalienhandel","","Vendeur, commerce des partitions | Vendeuse, commerce des partitions","Venditore, partiture | Venditrice, partiture",""
31102315,52230,"Verkäufer, Tonträgerhandel | Verkäuferin, Tonträgerhandel","","Vendeur, commerce des supports de son | Vendeuse, commerce des supports de son","Venditore, supporti fonici | Venditrice, supporti fonici",""
31102316,52230,"Verkäufer, Unterhaltungselektronik (Audio-Video) | Verkäuferin, Unterhaltungselektronik (Audio-Video)","","Vendeur, appareils électroniques de divertissement | Vendeuse, appareils électroniques de divertissement","Venditore, elettronica di consumo (audio e video) | Venditrice, elettronica di consumo (audio e video)",""
31102317,52230,"Verkäufer, Uhren und Bijouterie | Verkäuferin, Uhren und Bijouterie","","Vendeur, horlogerie-bijouterie | Vendeuse, horlogerie-bijouterie","Venditore, orologi e gioielli | Venditrice, orologi e gioielli",""
31102318,52230,"Verkäufer, Autoteile-Logistik | Verkäuferin, Autoteile-Logistik","","Vendeur, logistique de pièces détachées | Vendeuse, logistique de pièces détachées","Venditore, logistica di pezzi di ricambio per automobili | Venditrice, logistica di pezzi di ricambio per automobili",""
31102319,52230,"Verkäufer, Foto | Verkäuferin, Foto","","Vendeur, photographie | Vendeuse, photographie","Venditore, fotografia | Venditrice, fotografia",""
31102320,52230,"Verkäufer, Lebensmittel | Verkäuferin, Lebensmittel","","Vendeur, denrées alimentaires | Vendeuse, denrées alimentaires","Venditore, generi alimentari | Venditrice, generi alimentari",""
31102321,52230,"Verkäufer, Textil | Verkäuferin, Textil","","Vendeur, textiles | Vendeuse, textiles","Venditore, tessili | Venditrice, tessili",""
31102322,52230,"Verkäufer, Schuhe | Verkäuferin, Schuhe","","Vendeur, commerce de la chaussure | Vendeuse, commerce de la chaussure","Venditore, scarpe | Venditrice, scarpe",""
31102323,52230,"Verkäufer, Lederwaren/Reiseartikel | Verkäuferin, Lederwaren/Reiseartikel","","Vendeur, maroquinerie/articles de voyage | Vendeuse, maroquinerie/articles de voyage","Venditore, pelletteria/articoli da viaggio | Venditrice, pelletteria/articoli da viaggio",""
31102324,52230,"Verkäufer, Zoofachhandel | Verkäuferin, Zoofachhandel","","Vendeur, articles zoologiques | Vendeuse, articles zoologiques","Venditore, commercio di animali | Venditrice, commercio di animali",""
31102325,52230,"Verkäufer, Elektrofach | Verkäuferin, Elektrofach","","Vendeur, appareils électro-ménagers | Vendeuse, appareils électro-ménagers","Venditore, elettrodomestici | Venditrice, elettrodomestici",""
31102326,52230,"Verkäufer, Eisenwaren/Werkzeuge/Beschläge | Verkäuferin, Eisenwaren/Werkzeuge/Beschläge","","Vendeur, quincaillerie/outillage/ferrements | Vendeuse, quincaillerie/outillage/ferrements","Venditore, ferramenta/utensili/guarnizioni metalliche | Venditrice, ferramenta/utensili/guarnizioni metalliche",""
31102327,52230,"Verkäufer, Haushalt/Glas/Porzellan/Bestecke | Verkäuferin, Haushalt/Glas/Porzellan/Bestecke","","Vendeur, articles de ménage/verres/porcelaine/couverts | Vendeuse, articles de ménage/verres/porcelaine/couverts","Venditore, articoli per la casa/vetro/porcellana/posate | Venditrice, articoli per la casa/vetro/porcellana/posate",""
31102328,52230,"Verkäufer, Teppiche und Bodenbeläge | Verkäuferin, Teppiche und Bodenbeläge","","Vendeur, tapis, revêtements de sols | Vendeuse, tapis, revêtements de sols","Venditore, tappeti e rivestimenti del suolo | Venditrice, tappeti e rivestimenti del suolo",""
31102329,52230,"Verkäufer, Do-it-yourself | Verkäuferin, Do-it-yourself","","Vendeur, bricolage (Do-it-yourself) | Vendeuse, bricolage (Do-it-yourself)","Venditore, 'fai da te' | Venditrice, 'fai da te'",""
31102330,52230,"Verkäufer, Tabakwaren | Verkäuferin, Tabakwaren","","Vendeur, tabacs | Vendeuse, tabacs","Venditore, tabacchi | Venditrice, tabacchi",""
31102331,52230,"Verkäufer, Musikinstrumentenhandel | Verkäuferin, Musikinstrumentenhandel","","Vendeur, vente d'instruments de musique | Vendeuse, vente d'instruments de musique","Venditore, vendita di strumenti musicali | Venditrice, vendita di strumenti musicali",""
31102332,52230,"Verkäufer, Agrarhandel | Verkäuferin, Agrarhandel","","Vendeur, commerce agricole | Vendeuse, commerce agricole","Venditore, prodotti agricoli | Venditrice, prodotti agricoli",""
31102333,52230,"Schmuckverkäufer | Schmuckverkäuferin","","Vendeur de bijoux | Vendeuse de bijoux","Venditore di gioielli | Venditrice di gioielli",""
31102334,52230,"Modeschmuckverkäufer | Modeschmuckverkäuferin","","Vendeur de bijoux de fantaisie | Vendeuse de bijoux de fantaisie","Venditore di bigiotteria | Vendittrice di bigiotteria",""
31102335,52230,"Porzellanverkäufer | Porzellanverkäuferin","Porcelain seller","Vendeur de porcelaine | Vendeuse de porcelaine","Venditore di porcellana | Venditrice di porcellana",""
31102336,33220,"Investitionsgüterverkäufer | Investitionsgüterverkäuferin","","Vendeur de biens d'investissement | Vendeuse de biens d'investissement","Venditore di beni d'investimento | Venditrice di beni d'investimento",""
31102337,14200,"Detailhandelsspezialist, eidg. FA | Detailhandelsspezialistin, eidg. FA","","Spécialiste du commerce de détail, brev. féd. EP","Specialista del commercio al dettaglio APF",""
31102338,52230,"Detailhandelsassistent | Detailhandelsassistentin","Retail assistant","Assistant du commerce de détail | Assistante du commerce de détail","Assistente del commercio al dettaglio",""
31102339,52230,"Detailhandelsassistent, Eisenwaren | Detailhandelsassistentin, Eisenwaren","","Assistant du commerce de détail, quincaillerie | Assistante du commerce de détail, quincaillerie","Assistente del commercio al dettaglio, ferramenta",""
31102340,52230,"Detailhandelsassistent, Do-it-yourself | Detailhandelsassistentin, Do-it-yourself","","Assistant du commerce de détail, Do-it-yourself | Assistante du commerce de détail, Do-it-yourself","Assistente del commercio al dettaglio, Do-it-yourself",""
31102341,52230,"Detailhandelsassistent, Haushalt | Detailhandelsassistentin, Haushalt","","Assistant du commerce de détail, ménage | Assistante du commerce de détail, ménage","Assistente del commercio al dettaglio, casalinghi",""
31102342,52230,"Detailhandelsassistent, Elektrofach | Detailhandelsassistentin, Elektrofach","","Assistant du commerce de détail, électroménagers | Assistante du commerce de détail, électroménagers","Assistente del commercio al dettaglio, articoli elettrici",""
31102343,52230,"Detailhandelsassistent, Möbel | Detailhandelsassistentin, Möbel","","Assistant du commerce de détail, ameublement | Assistante du commerce de détail, ameublement","Assistente del commercio al dettaglio, mobili",""
31102344,52230,"Detailhandelsassistent, Teppiche und Bodenbeläge | Detailhandelsassistentin, Teppiche und Bodenbeläge","","Assistant du commerce de détail, tapis et revêtements de sols | Assistante du commerce de détail, tapis et revêtements de sols","Assistente del commercio al dettaglio, tappeti e rivestimenti di pavimenti",""
31102345,52230,"Detailhandelsassistent, Farben | Detailhandelsassistentin, Farben","","Assistant du commerce de détail, peinture | Assistante du commerce de détail, peinture","Assistente del commercio al dettaglio, colori",""
31102346,52230,"Detailhandelsassistent, Consumer-Electronics | Detailhandelsassistentin, Consumer-Electronics","","Assistant du commerce de détail, consumer-electronics | Assistante du commerce de détail, consumer-electronics","Assistente del commercio al dettaglio, consumer-electronics",""
31102347,52230,"Detailhandelsassistent, Post | Detailhandelsassistentin, Post","","Assistant du commerce de détail, poste | Assistante du commerce de détail, poste","Assistente del commercio al dettaglio, posta",""
31102348,52230,"Detailhandelsassistent, Nahrungs- und Genussmittel | Detailhandelsassistentin, Nahrungs- und Genussmittel","","Assistant du commerce de détail, produits nutritifs et denrées de luxe | Assistante du commerce de détail, produits nutritifs et denrées de luxe","Assistente del commercio al dettaglio, alimenti o generi voluttuari",""
31102349,52230,"Detailhandelsassistent, Bäckerei/Konditorei/Confiserie | Detailhandelsassistentin, Bäckerei/Konditorei/Confiserie","","Assistant du commerce de détail, boulangerie-pâtisserie-confiserie | Assistante du commerce de détail, boulangerie-pâtisserie-confiserie","Assistente del commercio al dettaglio, panetteria-pasticceria-confetteria",""
31102350,52230,"Detailhandelsassistent, Fleischwirtschaft | Detailhandelsassistentin, Fleischwirtschaft","","Assistant du commerce de détail, économie carnée | Assistante du commerce de détail, économie carnée","Assistente del commercio al dettaglio, economia della carne",""
31102351,52110,"Detailhandelsassistent, Kiosk | Detailhandelsassistentin, Kiosk","","Assistant du commerce de détail, kiosque | Assistante du commerce de détail, kiosque","Assistente del commercio al dettaglio, chiosco",""
31102352,52230,"Detailhandelsassistent, Textilien | Detailhandelsassistentin, Textilien","","Assistant du commerce de détail, textiles | Assistante du commerce de détail, textiles","Assistente del commercio al dettaglio, tessili",""
31102353,52230,"Detailhandelsassistent, Schuhe | Detailhandelsassistentin, Schuhe","","Assistant du commerce de détail, chaussures | Assistante du commerce de détail, chaussures","Assistente del commercio al dettaglio, calzature",""
31102354,52230,"Detailhandelsassistent, Sportartikel | Detailhandelsassistentin, Sportartikel","","Assistant du commerce de détail, articles de sport | Assistante du commerce de détail, articles de sport","Assistente del commercio al dettaglio, articoli sportivi",""
31102355,52230,"Detailhandelsassistent, Uhren-Schmuck-Edelsteine | Detailhandelsassistentin, Uhren-Schmuck-Edelsteine","","Assistant du commerce de détail, montres-bijoux-pierres précieuses | Assistante du commerce de détail, montres-bijoux-pierres précieuses","Assistente del commercio al dettaglio, orologi-gioielli-pietre preziose",""
31102356,52230,"Detailhandelsassistent, Parfümerie | Detailhandelsassistentin, Parfümerie","","Assistant du commerce de détail, parfumerie | Assistante du commerce de détail, parfumerie","Assistente del commercio al dettaglio, profumeria",""
31102357,52230,"Detailhandelsassistent, Lederwaren und Reiseartikel | Detailhandelsassistentin, Lederwaren und Reiseartikel","","Assistant du commerce de détail, maroquinerie et articles de voyage | Assistante du commerce de détail, maroquinerie et articles de voyage","Assistente del commercio al dettaglio, pelletteria e articoli da viaggio",""
31102358,52230,"Detailhandelsassistent, Autoteile-Logistik | Detailhandelsassistentin, Autoteile-Logistik","","Assistant du commerce de détail, logistique des pièces détachées | Assistante du commerce de détail, logistique des pièces détachées","Assistente del commercio al dettaglio, gestione pezzi di ricambio",""
31102359,52230,"Detailhandelsassistent, Musikinstrumente | Detailhandelsassistentin, Musikinstrumente","","Assistant du commerce de détail, instruments de musique | Assistante du commerce de détail, instruments de musique","Assistente del commercio al dettaglio, strumenti musicali",""
31102360,52230,"Detailhandelsassistent, Ton-Bildträger und Musikalien | Detailhandelsassistentin, Ton-Bildträger und Musikalien","","Assistant du commerce de détail, supports audio, audiovisuel et partitions | Assistante du commerce de détail, supports audio, audiovisuel et partitions","Assistente del commercio al dettaglio, supporto audio, audiovisivo e spartiti",""
31102361,52230,"Detailhandelsassistent, Papeterie | Detailhandelsassistentin, Papeterie","","Assistant du commerce de détail, papeterie | Assistante du commerce de détail, papeterie","Assistente del commercio al dettaglio, cartoleria",""
31102362,52230,"Detailhandelsassistent, Spielwaren | Detailhandelsassistentin, Spielwaren","","Assistant du commerce de détail, jouets | Assistante du commerce de détail, jouets","Assistente del commercio al dettaglio, giocattoli",""
31102363,52230,"Detailhandelsassistent, Flower | Detailhandelsassistentin, Flower","","Assistant du commerce de détail, flower | Assistante du commerce de détail, flower","Assistente del commercio al dettaglio, flower",""
31102364,52230,"Detailhandelsassistent, Garden | Detailhandelsassistentin, Garden","","Assistant du commerce de détail, garden | Assistante du commerce de détail, garden","Assistente del commercio al dettaglio, garden",""
31102365,52230,"Detailhandelsassistent, Landi | Detailhandelsassistentin, Landi","","Assistant du commerce de détail, Landi | Assistante du commerce de détail, Landi","Assistente del commercio al dettaglio, Landi",""
31102366,52230,"Detailhandelsassistent, Zoofachhandel | Detailhandelsassistentin, Zoofachhandel","","Assistant du commerce de détail, magasins spécialisés en biens zoologiques | Assistante du commerce de détail, magasins spécialisés en biens zoologiques","Assistente del commercio al dettaglio, commercio specializzato di animali",""
31102367,52230,"Detailhandelsfachmann | Detailhandelsfachfrau","Retail professional","Gestionnaire du commerce de détail","Impiegato del commercio al dettaglio | Impiegata del commercio al dettaglio","Spezialist da commerzi en detagl | Spezialista da commerzi en detagl"
31102368,52230,"Detailhandelsfachmann/Beratung | Detailhandelsfachfrau/Beratung","","Gestionnaire du commerce de détail, conseil à la clientèle","Impiegato del commercio al dettaglio, consulenza | Impiegata del commercio al dettaglio, consulenza",""
31102369,52230,"Detailhandelsfachmann/Beratung, Eisenwaren | Detailhandelsfachfrau/Beratung, Eisenwaren","","Gestionnaire du commerce de détail, conseil à la clientèle, quincaillerie","Impiegato del commercio al dettaglio, consulenza, ferramenta | Impiegata del commercio al dettaglio, consulenza, ferramenta",""
31102370,52230,"Detailhandelsfachmann/Beratung, Do-it-yourself | Detailhandelsfachfrau/Beratung, Do-it-yourself","","Gestionnaire du commerce de détail, conseil à la clientèle, Do-it-yourself","Impiegato del commercio al dettaglio, consulenza, Do-it-yourself | Impiegata del commercio al dettaglio, consulenza, Do-it-yourself",""
31102371,52230,"Detailhandelsfachmann/Beratung, Haushalt | Detailhandelsfachfrau/Beratung, Haushalt","","Gestionnaire du commerce de détail, conseil à la clientèle, ménage","Impiegato del commercio al dettaglio, consulenza, casalinghi | Impiegata del commercio al dettaglio, consulenza, casalinghi",""
31102372,52230,"Detailhandelsfachmann/Beratung, Elektrofach | Detailhandelsfachfrau/Beratung, Elektrofach","","Gestionnaire du commerce de détail, conseil à la clientèle, électroménagers","Impiegato del commercio al dettaglio, consulenza, articoli elettrici | Impiegata del commercio al dettaglio, consulenza, articoli elettrici",""
31102373,52230,"Detailhandelsfachmann/Beratung, Möbel | Detailhandelsfachfrau/Beratung, Möbel","","Gestionnaire du commerce de détail, conseil à la clientèle, ameublement","Impiegato del commercio al dettaglio, consulenza, mobili | Impiegata del commercio al dettaglio, consulenza, mobili",""
31102374,52230,"Detailhandelsfachmann/Beratung, Teppiche und Bodenbeläge | Detailhandelsfachfrau/Beratung, Teppiche und Bodenbeläge","","Gestionnaire du commerce de détail, cons. clientèle, tapis/revêtements de sols","Impiegato del commercio al dettaglio, consulenza, tappeti/rivestim. di pavimenti | Impiegata del commercio al dettaglio, consulenza, tappeti/rivestim. di pavimenti",""
31102375,52230,"Detailhandelsfachmann/Beratung, Farben | Detailhandelsfachfrau/Beratung, Farben","","Gestionnaire du commerce de détail, conseil à la clientèle, peinture","Impiegato del commercio al dettaglio, consulenza, colori | Impiegata del commercio al dettaglio, consulenza, colori",""
31102376,52230,"Detailhandelsfachmann/Beratung, Consumer-Electronics | Detailhandelsfachfrau/Beratung, Consumer-Electronics","","Gestionnaire du commerce de détail, conseil à la clientèle, consumer-electronics","Impiegato del commercio al dettaglio, consulenza, consumer-electronics | Impiegata del commercio al dettaglio, consulenza, consumer-electronics",""
31102377,52230,"Detailhandelsfachmann/Beratung, Post | Detailhandelsfachfrau/Beratung, Post","","Gestionnaire du commerce de détail, conseil à la clientèle, poste","Impiegato del commercio al dettaglio, consulenza, posta | Impiegata del commercio al dettaglio, consulenza, posta",""
31102378,52230,"Detailhandelsfachmann/Beratung, Nahrungs- und Genussmittel | Detailhandelsfachfrau/Beratung, Nahrungs- und Genussmittel","","Gestionnaire comm. de détail, cons. clientèle, prod. nutritifs/denrées de luxe","Impiegato del commercio al dettaglio, consulenza, alimenti o generi voluttuari | Impiegata del commercio al dettaglio, consulenza, alimenti o generi voluttuari",""
31102379,52230,"Detailhandelsfachmann/Beratung, Bäckerei/Konditorei/Confiserie | Detailhandelsfachfrau/Beratung, Bäckerei/Konditorei/Confiserie","","Gestionnaire du commerce de détail, cons. clientèle, boulang.-pâtis.-confiserie","Impiegato commercio al dettaglio, consul., panetteria-pasticceria-confetteria | Impiegata commercio al dettaglio, consul., panetteria-pasticceria-confetteria",""
31102380,52230,"Detailhandelsfachmann/Beratung, Fleischwirtschaft | Detailhandelsfachfrau/Beratung, Fleischwirtschaft","","Gestionnaire du commerce de détail, conseil à la clientèle, économie carnée","Impiegato del commercio al dettaglio, consulenza, economia della carne | Impiegata del commercio al dettaglio, consulenza, economia della carne",""
31102381,52230,"Detailhandelsfachmann/Beratung, Textilien | Detailhandelsfachfrau/Beratung, Textilien","","Gestionnaire du commerce de détail, conseil à la clientèle, textiles","Impiegato del commercio al dettaglio, consulenza, tessili | Impiegata del commercio al dettaglio, consulenza, tessili",""
31102382,52230,"Detailhandelsfachmann/Beratung, Schuhe | Detailhandelsfachfrau/Beratung, Schuhe","","Gestionnaire du commerce de détail, conseil à la clientèle, chaussures","Impiegato del commercio al dettaglio, consulenza, calzature | Impiegata del commercio al dettaglio, consulenza, calzature",""
31102383,52230,"Detailhandelsfachmann/Beratung, Sportartikel | Detailhandelsfachfrau/Beratung, Sportartikel","","Gestionnaire du commerce de détail, conseil à la clientèle, articles de sport","Impiegato del commercio al dettaglio, consulenza, articoli sportivi | Impiegata del commercio al dettaglio, consulenza, articoli sportivi",""
31102384,52230,"Detailhandelsfachmann/Beratung, Uhren-Schmuck-Edelsteine | Detailhandelsfachfrau/Beratung, Uhren-Schmuck-Edelsteine","","Gestionnaire du commerce de détail, cons. client., montres-bijoux-pierres préc.","Impiegato del commercio al dettaglio, consul., orologi-gioielli-pietre preziose | Impiegata del commercio al dettaglio, consul., orologi-gioielli-pietre preziose",""
31102385,52230,"Detailhandelsfachmann/Beratung, Parfümerie | Detailhandelsfachfrau/Beratung, Parfümerie","","Gestionnaire du commerce de détail, conseil à la clientèle, parfumerie","Impiegato del commercio al dettaglio, consulenza, profumeria | Impiegata del commercio al dettaglio, consulenza, profumeria",""
31102386,52230,"Detailhandelsfachmann/Beratung, Lederwaren und Reiseartikel | Detailhandelsfachfrau/Beratung, Lederwaren und Reiseartikel","","Gestionnaire du commerce de détail, cons. clientèle, maroquinerie/art. de voyage","Impiegato del commercio al dettaglio, consulenza, pelletteria/artic. da viaggio | Impiegata del commercio al dettaglio, consulenza, pelletteria/artic. da viaggio",""
31102387,52230,"Detailhandelsfachmann/Beratung, Autoteile-Logistik | Detailhandelsfachfrau/Beratung, Autoteile-Logistik","","Gestionnaire du commerce de détail, cons. client., logistique pièces détachées","Impiegato del commercio al dettaglio, consulenza, gestione pezzi di ricambio | Impiegata del commercio al dettaglio, consulenza, gestione pezzi di ricambio",""
31102388,52230,"Detailhandelsfachmann/Beratung, Musikinstrumente | Detailhandelsfachfrau/Beratung, Musikinstrumente","","Gestionnaire du commerce de détail, cons. clientèle, instruments de musique","Impiegato del commercio al dettaglio, consulenza, strumenti musicali | Impiegata del commercio al dettaglio, consulenza, strumenti musicali",""
31102389,52230,"Detailhandelsfachmann/Beratung, Ton-Bildträger und Musikalien | Detailhandelsfachfrau/Beratung, Ton-Bildträger und Musikalien","","Gestionnaire commerce de détail, cons. client, supp. audio, audiovis./partitions","Impiegato del commercio al dettaglio, cons., supp. audio, audiovisivo e spartiti | Impiegata del commercio al dettaglio, cons., supp. audio, audiovisivo e spartiti",""
31102390,52230,"Detailhandelsfachmann/Beratung, Papeterie | Detailhandelsfachfrau/Beratung, Papeterie","","Gestionnaire du commerce de détail, conseil à la clientèle, papeterie","Impiegato del commercio al dettaglio, consulenza, cartoleria | Impiegata del commercio al dettaglio, consulenza, cartoleria",""
31102391,52230,"Detailhandelsfachmann/Beratung, Spielwaren | Detailhandelsfachfrau/Beratung, Spielwaren","","Gestionnaire du commerce de détail, conseil à la clientèle, jouets","Impiegato del commercio al dettaglio, consulenza, giocattoli | Impiegata del commercio al dettaglio, consulenza, giocattoli",""
31102392,52230,"Detailhandelsfachmann/Beratung, Flower | Detailhandelsfachfrau/Beratung, Flower","","Gestionnaire du commerce de détail, conseil à la clientèle, flower","Impiegato del commercio al dettaglio, consulenza, flower | Impiegata del commercio al dettaglio, consulenza, flower",""
31102393,52230,"Detailhandelsfachmann/Beratung, Garden | Detailhandelsfachfrau/Beratung, Garden","","Gestionnaire du commerce de détail, conseil à la clientèle, garden","Impiegato del commercio al dettaglio, consulenza, garden | Impiegata del commercio al dettaglio, consulenza, garden",""
31102394,52230,"Detailhandelsfachmann/Beratung, Landi | Detailhandelsfachfrau/Beratung, Landi","","Gestionnaire du commerce de détail, conseil à la clientèle, Landi","Impiegato del commercio al dettaglio, consulenza, Landi | Impiegata del commercio al dettaglio, consulenza, Landi",""
31102395,52230,"Detailhandelsfachmann/Beratung, Zoofachhandel | Detailhandelsfachfrau/Beratung, Zoofachhandel","","Gestionnaire du commerce de détail, conseil à la clientèle, biens zoologiques","Impiegato del commercio al dettaglio, consulenza, commercio spec. di animali | Impiegata del commercio al dettaglio, consulenza, commercio spec. di animali",""
31102396,52110,"Detailhandelsfachmann/Beratung, Kiosk | Detailhandelsfachfrau/Beratung, Kiosk","","Gestionnaire du commerce de détail, conseil à la clientèle, kiosque","Impiegato del commercio al dettaglio, consulenza, chiosco | Impiegata del commercio al dettaglio, consulenza, chiosco",""
31102397,52230,"Detailhandelsfachmann/Bewirtschaftung | Detailhandelsfachfrau/Bewirtschaftung","","Gestionnaire du commerce de détail, gestion des marchandises","Impiegato del commercio al dettaglio, gestione delle merci | Impiegata del commercio al dettaglio, gestione delle merci",""
31102398,52230,"Detailhandelsfachmann/Bewirtschaftung, Eisenwaren | Detailhandelsfachfrau/Bewirtschaftung, Eisenwaren","","Gestionnaire du commerce de détail, gestion des marchandises, quincaillerie","Impiegato del commercio al dettaglio, gestione delle merci, ferramenta | Impiegata del commercio al dettaglio, gestione delle merci, ferramenta",""
31102399,52230,"Detailhandelsfachmann/Bewirtschaftung, Do-it-yourself | Detailhandelsfachfrau/Bewirtschaftung, Do-it-yourself","","Gestionnaire du commerce de détail, gestion des marchandises, Do-it-yourself","Impiegato del commercio al dettaglio, gestione delle merci, Do-it-yourself | Impiegata del commercio al dettaglio, gestione delle merci, Do-it-yourself",""
31102400,52230,"Detailhandelsfachmann/Bewirtschaftung, Haushalt | Detailhandelsfachfrau/Bewirtschaftung, Haushalt","","Gestionnaire du commerce de détail, gestion des marchandises, ménage","Impiegato del commercio al dettaglio, gestione delle merci, casalinghi | Impiegata del commercio al dettaglio, gestione delle merci, casalinghi",""
31102401,52230,"Detailhandelsfachmann/Bewirtschaftung, Elektrofach | Detailhandelsfachfrau/Bewirtschaftung, Elektrofach","","Gestionnaire du commerce de détail, gestion des marchandises, électroménagers","Impiegato del commercio al dettaglio, gestione delle merci, articoli elettrici | Impiegata del commercio al dettaglio, gestione delle merci, articoli elettrici",""
31102402,52230,"Detailhandelsfachmann/Bewirtschaftung, Möbel | Detailhandelsfachfrau/Bewirtschaftung, Möbel","","Gestionnaire du commerce de détail, gestion des marchandises, ameublement","Impiegato del commercio al dettaglio, gestione delle merci, mobili | Impiegata del commercio al dettaglio, gestione delle merci, mobili",""
31102403,52230,"Detailhandelsfachmann/Bewirtschaftung, Teppiche und Bodenbeläge | Detailhandelsfachfrau/Bewirtschaftung, Teppiche und Bodenbeläge","","Gestionnaire du commerce de détail, gest. marchandises, tapis/revêtements sols","Impiegato del commercio al dettaglio, gest. merci, tappeti/rivestim. pavimenti | Impiegata del commercio al dettaglio, gest. merci, tappeti/rivestim. pavimenti",""
31102404,52230,"Detailhandelsfachmann/Bewirtschaftung, Farben | Detailhandelsfachfrau/Bewirtschaftung, Farben","","Gestionnaire du commerce de détail, gestion des marchandises, peinture","Impiegato del commercio al dettaglio, gestione delle merci, colori | Impiegata del commercio al dettaglio, gestione delle merci, colori",""
31102405,52230,"Detailhandelsfachmann/Bewirtschaftung, Consumer-Electronics | Detailhandelsfachfrau/Bewirtschaftung, Consumer-Electronics","","Gestionnaire du commerce de détail, gest. marchandises, consumer-electronics","Impiegato del commercio al dettaglio, gestione delle merci, consumer-electronics | Impiegata del commercio al dettaglio, gestione delle merci, consumer-electronics",""
31102406,52230,"Detailhandelsfachmann/Bewirtschaftung, Post | Detailhandelsfachfrau/Bewirtschaftung, Post","","Gestionnaire du commerce de détail, gestion des marchandises, poste","Impiegato del commercio al dettaglio, gestione delle merci, posta | Impiegata del commercio al dettaglio, gestione delle merci, posta",""
31102407,52230,"Detailhandelsfachmann/Bewirtschaftung, Nahrungs- und Genussmittel | Detailhandelsfachfrau/Bewirtschaftung, Nahrungs- und Genussmittel","","Gestionnaire comm. de détail, gest. marchand., prod. nutritifs/denrées de luxe","Impiegato del commercio al dettaglio, gestione merci, alimenti/generi voluttuari | Impiegata del commercio al dettaglio, gestione merci, alimenti/generi voluttuari",""
31102408,52230,"Detailhandelsfachmann/Bewirtschaftung, Bäckerei/Konditorei/Confiserie | Detailhandelsfachfrau/Bewirtschaftung, Bäckerei/Konditorei/Confiserie","","Gestionnaire du commerce de détail, gest. marchand., boulang.-pâtis.-confiserie","Impiegato commercio al dettaglio, gest. merci, panetteria-pasticc.-confetteria | Impiegata commercio al dettaglio, gest. merci, panetteria-pasticc.-confetteria",""
31102409,52230,"Detailhandelsfachmann/Bewirtschaftung, Fleischwirtschaft | Detailhandelsfachfrau/Bewirtschaftung, Fleischwirtschaft","","Gestionnaire du commerce de détail, gestion des marchandises, économie carnée","Impiegato del commercio al dettaglio, gestione delle merci, economia della carne | Impiegata del commercio al dettaglio, gestione delle merci, economia della carne",""
31102410,52110,"Detailhandelsfachmann/Bewirtschaftung, Kiosk | Detailhandelsfachfrau/Bewirtschaftung, Kiosk","","Gestionnaire du commerce de détail, gestion des marchandises, kiosque","Impiegato del commercio al dettaglio, gestione delle merci, chiosco | Impiegata del commercio al dettaglio, gestione delle merci, chiosco",""
31102411,52230,"Detailhandelsfachmann/Bewirtschaftung, Textilien | Detailhandelsfachfrau/Bewirtschaftung, Textilien","","Gestionnaire du commerce de détail, gestion des marchandises, textiles","Impiegato del commercio al dettaglio, gestione delle merci, tessili | Impiegata del commercio al dettaglio, gestione delle merci, tessili",""
31102412,52230,"Detailhandelsfachmann/Bewirtschaftung, Schuhe | Detailhandelsfachfrau/Bewirtschaftung, Schuhe","","Gestionnaire du commerce de détail, gestion des marchandises, chaussures","Impiegato del commercio al dettaglio, gestione delle merci, calzature | Impiegata del commercio al dettaglio, gestione delle merci, calzature",""
31102413,52230,"Detailhandelsfachmann/Bewirtschaftung, Sportartikel | Detailhandelsfachfrau/Bewirtschaftung, Sportartikel","","Gestionnaire du commerce de détail, gestion des marchandises, articles de sport","Impiegato del commercio al dettaglio, gestione delle merci, articoli sportivi | Impiegata del commercio al dettaglio, gestione delle merci, articoli sportivi",""
31102414,52230,"Detailhandelsfachmann/Bewirtschaftung, Uhren-Schmuck-Edelsteine | Detailhandelsfachfrau/Bewirtschaftung, Uhren-Schmuck-Edelsteine","","Gestionnaire commerce de détail, gest. marchand., montres-bijoux-pierres préc.","Impiegato commercio al dettaglio, gest. merci, orologi-gioielli-pietre preziose | Impiegata commercio al dettaglio, gest. merci, orologi-gioielli-pietre preziose",""
31102415,52230,"Detailhandelsfachmann/Bewirtschaftung, Parfümerie | Detailhandelsfachfrau/Bewirtschaftung, Parfümerie","","Gestionnaire du commerce de détail, gestion des marchandises, parfumerie","Impiegato del commercio al dettaglio, gestione delle merci, profumeria | Impiegata del commercio al dettaglio, gestione delle merci, profumeria",""
